cgl_id,Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (RefSeq)
Cgl0872,Q8NS12,RL31B_CORGL,50S ribosomal protein L31 type B,rpmE2 rpmE Cgl0872 cg0994,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600100.1;WP_003858446.1;
Cgl0873,Q8NS11,RL32_CORGL,50S ribosomal protein L32,rpmF Cgl0873 cg0995,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600101.1;WP_003858448.1;
Cgl0876,Q8NS10,Q8NS10_CORGL,"Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain (EC 3.4.21.-)",Cgl0876,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600104.1;
Cgl0879,Q8NS07,Q8NS07_CORGL,Large-conductance mechanosensitive channel,mscL Cgl0879,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600106.1;WP_011013943.1;
Cgl0881,Q8NS05,Q8NS05_CORGL,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),Cgl0881,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600108.1;WP_011013945.1;
Cgl0882,Q8NS04,Q8NS04_CORGL,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9),Cgl0882,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600109.1;
Cgl0883,Q8NS03,Q8NS03_CORGL,Molybdopterin molybdenumtransferase (EC 2.10.1.1),Cgl0883,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600110.1;WP_003858461.1;
Cgl0890,Q8NRZ6,PMT_CORGL,Probable dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109),pmt Cgl0890 cg1014,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600117.1;WP_011013949.1;
Cgl0891,Q8NRZ5,Q8NRZ5_CORGL,Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI),rsmI Cgl0891,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600118.1;
Cgl0892,P54582,BETP_CORGL,Glycine betaine transporter BetP (Glycine betaine permease),betP Cgl0892 cg1016,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600119.1;WP_011265645.1;
Cgl0893,Q8NRZ4,SYM_CORGL,Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS),metG metS Cgl0893 cg1017,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600120.1;WP_011013952.1;
Cgl0901,Q8NRY8,DLD_CORGL,Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) (D-lactate dehydrogenase) (D-LDH),dld Cgl0901,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600129.1;WP_011013960.1;
Cgl0904,Q8NL10,Q8NL10_CORGL,Putative transposase,Cgl0898 Cgl0904,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600126.2;NP_600132.2;
Cgl0905,Q8NKX8,Q8NKX8_CORGL,Putative transposase,Cgl0899 Cgl0905,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600127.2;NP_600133.1;
Cgl0909,Q6M6N7,RPF2_CORGL,Resuscitation-promoting factor Rpf2 (EC 3.-.-.-),rpf2 Cgl0909 cg1037,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600137.1;WP_003858490.1;
Cgl0910,Q8NRY1,RSMA_CORGL,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",rsmA ksgA Cgl0910 cg1038,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600138.1;WP_011013966.1;
Cgl0911,Q8NRY0,ISPE_CORGL,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase),ispE Cgl0911 cg1039,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600139.1;WP_011013967.1;
Cgl0913,Q8NRX8,Q8NRX8_CORGL,Pyridoxal kinase (EC 2.7.1.35),Cgl0913,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600141.1;WP_011013969.1;
Cgl0917,Q8NRX4,PK21A_CORGL,Probable polyphosphate kinase PKK2A (EC 2.7.4.1),pkk2A Cgl0917,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600145.1;WP_011013972.1;
Cgl0918,Q8NRX3,Q8NRX3_CORGL,Predicted hydrolases of the HAD superfamily,Cgl0918,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600146.2;WP_003858506.1;
Cgl0919,Q8NRX2,Q8NRX2_CORGL,Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17),Cgl0919,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600147.1;WP_011013973.1;
Cgl0922,Q8NRW9,Q8NRW9_CORGL,Uncharacterized protein,Cgl0922,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600150.1;
Cgl0925,Q8NRW6,RRAAH_CORGL,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein),Cgl0925 cg1055,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600153.1;
Cgl0929,Q8NRW2,Q8NRW2_CORGL,Peptide chain release factor 3 (RF-3),prfC Cgl0929,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600157.1;WP_011013982.1;
Cgl0930,Q8NRW1,Q8NRW1_CORGL,"ABC-type transporter, periplasmic component",Cgl0930,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600158.1;WP_003860043.1;
Cgl0931,Q8NRW0,Q8NRW0_CORGL,"ABC-type transporter, permease components",Cgl0931,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600159.1;WP_003856680.1;
Cgl0932,Q8NRV9,Q8NRV9_CORGL,"ABC-type transporter, permease components",Cgl0932,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600160.1;WP_011013983.1;
Cgl0933,Q8NRV8,Q8NRV8_CORGL,"ABC-type transporter, ATPase component",Cgl0933,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600161.1;WP_011013984.1;
Cgl0934,Q8NRV7,Q8NRV7_CORGL,"ABC-type transporter, ATPase component",Cgl0934,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600162.1;WP_011013985.1;
Cgl0935,Q8NRV6,PTH2_CORGL,Peptidyl-tRNA hydrolase 2 (PTH 2) (EC 3.1.1.29),pth2 Cgl0935 cg1067,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600163.1;WP_011013986.1;
Cgl0937,Q8NRV4,Q8NRV4_CORGL,Glyceraldehyde-3-phosphate dehydrogenase,Cgl0937,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600165.1;
Cgl0938,Q8NRV3,PTH1_CORGL,Peptidyl-tRNA hydrolase 1 (PTH 1) (EC 3.1.1.29),pth1 Cgl0938 cg1071,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600166.1;
Cgl0939,Q8NRV2,RL25_CORGL,50S ribosomal protein L25 (General stress protein CTC),rplY ctc Cgl0939 cg1072,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600167.1;WP_011013990.1;
Cgl0940,Q8NRV1,Q8NRV1_CORGL,Predicted lactoylglutathione lyase (EC 4.4.1.5),Cgl0940,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600168.1;WP_011013991.1;
Cgl0942,Q8NRU9,KPRS_CORGL,Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase),prs prsA Cgl0942 cg1075,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600170.1;WP_003860060.1;
Cgl0943,Q8NRU8,GLMU_CORGL,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)],glmU Cgl0943 cg1076,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600171.1;WP_011013993.1;
Cgl0952,Q8NRT9,Q8NRT9_CORGL,"ABC-type multidrug/protein/lipid transport system, ATPase component",Cgl0952,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600180.1;
Cgl0953,Q8NRT8,Q8NRT8_CORGL,"ABC-type transporter, ATPase component and permease component",Cgl0953,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600181.1;WP_011265658.1;
Cgl0954,Q8NRT7,Q8NRT7_CORGL,Gamma-glutamyltranspeptidase (EC 2.3.2.2),Cgl0954,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600182.1;
Cgl0963,Q8NRS9,Q8NRS9_CORGL,Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-),mfd Cgl0963,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600190.1;
Cgl0966,P35867,Y966_CORGL,Uncharacterized protein Cgl0966/cg1103,Cgl0966 cg1103,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600193.1;
Cgl0967,P35866,Y967_CORGL,Uncharacterized protein Cgl0967/cg1104 (ORF2),Cgl0967 cg1104,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600194.1;WP_011014014.1;
Cgl0968,P35865,LYSI_CORGL,L-lysine transport protein (L-lysine permease),lysI Cgl0968 cg1105,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600195.1;WP_011014015.1;
Cgl0971,Q8NRS4,Q8NRS4_CORGL,Uncharacterized protein,Cgl0971,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600198.1;
Cgl0972,Q8NRS3,Q8NRS3_CORGL,PorB,porB Cgl0972,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600199.1;WP_011014018.1;
Cgl0974,Q8NRS1,ENO_CORGL,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),eno Cgl0974 cg1111,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600201.1;WP_003856756.1;
Cgl0977,Q8NRR8,Q8NRR8_CORGL,Exopolyphosphatase (EC 3.6.1.11) (EC 3.6.1.40),Cgl0977,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600204.1;WP_004568167.1;
Cgl0978,Q8NRR7,Q8NRR7_CORGL,Threonine dehydratase (EC 4.3.1.19),Cgl0978,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600205.1;WP_011014022.1;
Cgl0982,Q8NRR3,RIPA_CORGL,HTH-type transcriptional regulator RipA (AraC-type regulator RipA) (Repressor of iron proteins A) (RIPA),ripA Cgl0982 cg1120,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600210.1;WP_011014026.1;
Cgl0986,Q8NRQ9,Q8NRQ9_CORGL,Transcription elongation factor GreA (Transcript cleavage factor GreA),greA Cgl0986,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600213.1;WP_011014029.1;
Cgl0988,Q8NRQ7,Q8NRQ7_CORGL,Mycothiol S-conjugate amidase (EC 3.5.1.115),mca Cgl0988,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600215.2;WP_011014030.1;
Cgl0990,P35170,AROG_CORGL,Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase),aroG aroF Cgl0990 cg1129,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600217.1;WP_011014031.1;
Cgl0991,P38118,ISPT1_CORGL,Isoprenyl transferase 1 (EC 2.5.1.-),uppS1 Cgl0991 cg1130,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600218.1;
Cgl0995,Q8NRQ2,COAA_CORGL,Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase),coaA Cgl0995 cg1132,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600220.1;
Cgl0996,Q93PM7,GLYA_CORGL,Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1),glyA Cgl0996 cg1133,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600221.1;WP_003856790.1;
Cgl0997,Q8NRQ1,Q8NRQ1_CORGL,Aminodeoxychorismate synthase (EC 2.6.1.85),Cgl0997,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600222.1;WP_011265665.1;
Cgl1002,Q8NRP6,Q8NRP6_CORGL,Allophanate hydrolase subunit 2,Cgl1002,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600227.1;WP_011014039.1;
Cgl1003,Q8NRP5,Q8NRP5_CORGL,Allophanate hydrolase subunit 1,Cgl1003,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600228.1;
Cgl1004,Q8NRP4,PXPA_CORGL,5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A),pxpA Cgl1004 cg1141,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600229.1;WP_011014041.1;
Cgl1010,Q8NRN8,FUMC_CORGL,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),fumC fum Cgl1010 cg1145,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600233.1;
Cgl1019,Q6M6E7,GLPX_CORGL,"Fructose-1,6-bisphosphatase class 2 (FBPase class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 2)",glpX fbp Cgl1019 cg1157,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600242.1;WP_003856830.1;
Cgl1023,Q8NRM6,Q8NRM6_CORGL,Arabinose efflux permease,Cgl1023,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600245.1;
Cgl1024,Q8NRM4,Q8NRM4_CORGL,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit),xseB Cgl1024,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600247.1;WP_003856839.1;
Cgl1025,Q8NRM3,EX7L_CORGL,Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit),xseA Cgl1025 cg1163,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600248.1;WP_011014055.1;
Cgl1026,Q8NRM2,ISPH_CORGL,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4),ispH lytB Cgl1026 cg1164,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600249.1;WP_004568094.1;
Cgl1027,Q8NRM1,Q8NRM1_CORGL,Hypothetical membrane protein,Cgl1027,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600250.1;
Cgl1031,Q8NRL7,Q8NRL7_CORGL,Cmt5,cmt5 Cgl1031,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600254.1;WP_011014060.1;
Cgl1032,Q8NRL6,Q8NRL6_CORGL,Ribosome-binding ATPase YchF,ychF Cgl1032,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600255.1;WP_011014061.1;
Cgl1057,Q8NRJ1,Q8NRJ1_CORGL,Mg-chelatase subunit ChlI,Cgl1057,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600285.1;
Cgl1058,Q8NRJ0,Q8NRJ0_CORGL,"Phosphoglycerate mutase/fructose-2,6-bisphosphatase (EC 5.4.2.-)",Cgl1058,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600286.1;
Cgl1068,Q8NRI1,Q8NRI1_CORGL,Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19),Cgl1068,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600296.1;WP_011014095.1;
Cgl1069,Q8NRI0,NADA_CORGL,Quinolinate synthase A (EC 2.5.1.72),nadA Cgl1069 cg1216,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600297.1;
Cgl1074,Q8NRH5,Q8NRH5_CORGL,Lipoate-protein ligase A,Cgl1074,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600302.1;
Cgl1082,Q8NRG7,Q8NRG7_CORGL,Ca2+/H+ antiporter,Cgl1082,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600310.1;WP_011014107.1;
Cgl1086,Q8NRG3,TPX_CORGL,Thiol peroxidase (Tpx) (EC 1.11.1.24) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin),tpx Cgl1086 cg1236,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600314.1;WP_003858595.1;
Cgl1089,Q8NRG0,Q8NRG0_CORGL,2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase),Cgl1089,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600317.1;WP_011014114.1;
Cgl1093,Q8NRF6,Y1093_CORGL,Putative peptidase Cgl1093,Cgl1093 cg1243,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600321.1;WP_011014118.1;
Cgl1100,Q8NRE9,MSHB_CORGL,1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase (GlcNAc-Ins deacetylase) (EC 3.5.1.103) (N-acetyl-1-D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase),mshB Cgl1100 cg1250,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600328.1;WP_003858626.1;
Cgl1106,Q8NRE3,DAPD_CORGL,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)",dapD Cgl1106 cg1256,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600334.1;WP_003863790.1;
Cgl1107,Q46065,AROP_CORGL,Aromatic amino acid transport protein AroP (General aromatic amino acid permease),aroP Cgl1107 cg1257,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600335.2;WP_011014125.1;
Cgl1108,Q79VH2,Q79VH2_CORGL,Tetrahydrodipicolinate N-succinyltransferase,Cgl1108,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600336.1;WP_011014126.1;
Cgl1109,Q59284,DAPE_CORGL,Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18),dapE Cgl1109 cg1260,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600337.1;WP_011014127.1;
Cgl1111,Q8NRE1,Q8NRE1_CORGL,Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase),Cgl1111,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600339.1;WP_003855021.1;
Cgl1116,Q8NRD6,Q8NRD6_CORGL,Beta-fructosidases (Levanase/invertase) (EC 3.2.1.26),Cgl1116,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600344.1;WP_011014131.1;
Cgl1117,Q8NRD5,Q8NRD5_CORGL,Predicted glycosyltransferases (EC 2.4.1.21),Cgl1117,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600345.2;
Cgl1118,Q8NRD4,GLGC_CORGL,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase),glgC Cgl1118 cg1269,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600346.3;
Cgl1122,Q8NRD0,TATB_CORGL,Sec-independent protein translocase protein TatB,tatB Cgl1122 cg1273,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600350.1;WP_003854998.1;
Cgl1125,Q8NRC7,Q8NRC7_CORGL,Mg/Co/Ni transporter MgtE (Contains CBS domain),Cgl1125,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600353.1;WP_003854992.1;
