NCgl_ID,Cgl_ID,ID,Name,Synonyms,Protein,Strains,Function,Length
NCgl0982,Cgl1026,cg1164,ispH,lytB,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,325
NCgl0983,Cgl1027,cg1165,,,Hypothetical membrane protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,276
,Cgl1031,cg1170,cmt5,,Cmt5,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,411
,Cgl1032,cg1171,ychF,,Ribosome-binding ATPase YchF,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,361
,Cgl1057,cg1203,,,Mg-chelatase subunit ChlI,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,432
,Cgl1058,cg1204,,,Phosphoglycerate mutase/fructose-2,,,
NCgl1023,Cgl1068,cg1215,nadC,,Nicotinate-nucleotide pyrophosphorylase (EC 2.4.2.19),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,279
NCgl1024,Cgl1069,cg1216,nadA,,Quinolinate synthase A (EC 2.5.1.72),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,394
,Cgl1074,cg1222,lplA,,Lipoate-protein ligase A,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,263
,Cgl1082,cg1231,chaA,,Ca2+/H+ antiporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,350
NCgl1041,Cgl1086,cg1236,tpx,,Thiol peroxidase (Tpx) (EC 1.11.1.15) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,165
,Cgl1089,cg1239,,,2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,300
NCgl1048,Cgl1093,cg1243,,,Putative peptidase Cgl1093,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,278
NCgl1055,Cgl1100,cg1250,mshB,,1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase (GlcNAc-Ins deacetylase) (EC 3.5.1.103) (N-acetyl-1-D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,290
NCgl1061,Cgl1106,cg1256,dapD,,2,,,
NCgl1062,Cgl1107,cg1257,aroP,,Aromatic amino acid transport protein AroP (General aromatic amino acid permease),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,463
NCgl1063,Cgl1108,cg1259,dapD2,,Tetrahydrodipicolinate N-succinyltransferase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,316
NCgl1064,Cgl1109,cg1260,dapE,,Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,369
,Cgl1111,cg1262,folP2,,Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,277
NCgl1071,Cgl1116,cg1267,,,Beta-fructosidases (Levanase/invertase) (EC 3.2.1.26),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,498
NCgl1072,Cgl1117,cg1268,glgA,,Predicted glycosyltransferases (EC 2.4.1.21),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,409
NCgl1073,Cgl1118,cg1269,glgC,,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,405
NCgl1077,Cgl1122,cg1273,tatB,,Sec-independent protein translocase protein TatB,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,156
,Cgl1125,cg1276,mgtE1,,Mg/Co/Ni transporter MgtE (Contains CBS domain),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,430
,Cgl1129,cg1280,odhA,,2-oxoglutarate dehydrogenase E1/E2 component (ODH E1/E2 component) [Includes: 2-oxoglutarate dehydrogenase E1 component (ODH E1 component) (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase E1 component) (KDH E1 component); Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex E2 component) (ODH E2 component) (OGDC-E2) (Dihydrolipoamide succinyltransferase)],Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,1221
,Cgl1132,cg1283,aroE2,,Shikimate 5-dehydrogenase (EC 1.1.1.25),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,268
NCgl1094,Cgl1139,cg1290,metE,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase,,,
,Cgl1143,cg1294,,,Predicted esterase of the alpha-beta hydrolase superfamily,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,315
,Cgl1144,cg1295,,,Predicted hydrolases or acyltransferases (Alpha/beta hydrolase superfamily),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,264
,Cgl1147,cg1298,cycD,,ABC-type transporter,,,
,Cgl1148,cg1299,cycE,,ABC-type transporter,,,
,Cgl1153,cg1303,,,NTP pyrophosphohydrolases including oxidative damage repair enzymes (EC 3.6.1.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,131
,Cgl1156,cg1307,deaD,,ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,732
,Cgl1158,cg1309,mhpA,,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (EC 1.14.13.50),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,530
,Cgl1163,cg1314,putP,,Sodium/proline symporter (Proline permease),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,524
,Cgl1176,cg1329,ctpC,,Cation transport ATPases (EC 3.6.1.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,625
,Cgl1177,cg1330,,,Uncharacterized BCR (EC 2.7.6.5),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,210
NCgl1131,Cgl1178,cg1332,,,Predicted hydrolases or acyltransferases (Alpha/beta hydrolase superfamily),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,527
NCgl1132,Cgl1179,cg1333,argS,,Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,550
NCgl1133,Cgl1180,cg1334,lysA,,Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,445
NCgl1136,Cgl1183,cg1337,hom,thrA,Homoserine dehydrogenase (HDH) (EC 1.1.1.3),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,445
NCgl1137,Cgl1184,cg1338,thrB,,Homoserine kinase (HK) (HSK) (EC 2.7.1.39),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,309
,Cgl1186,cg1341,narI,,Nitrate reductase gamma subunit (EC 1.7.99.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,259
,Cgl1187,cg1342,narJ,,Nitrate reductase delta subunit (EC 1.7.99.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,244
,Cgl1188,cg1343,narH,,Nitrate reductase beta chain (EC 1.7.99.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,531
,Cgl1189,cg1344,narG,,Anaerobic dehydrogenases,,,
,Cgl1190,cg1345,narK,,Nitrate/nitrite transporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,450
,Cgl1191,cg1346,mog,,Molybdopterin biosynthesis enzymes,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,163
NCgl1149,Cgl1196,cg1351,moeA3,,Molybdopterin molybdenumtransferase (EC 2.10.1.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,403
NCgl1150,Cgl1197,cg1352,moaA,,GTP 3',,,
NCgl1151,Cgl1198,cg1353,fadD4,,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II (EC 6.2.1.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,575
NCgl1152,Cgl1199,cg1354,rho,,Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,762
NCgl1153,Cgl1200,cg1355,prfA,,Peptide chain release factor 1 (RF-1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,358
NCgl1154,Cgl1201,cg1356,prmC,hemK,Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,279
NCgl1159,Cgl1206,cg1362,atpB,,ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,270
NCgl1160,Cgl1207,cg1363,atpE,,ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,80
NCgl1161,Cgl1208,cg1364,atpF,,ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,188
NCgl1162,Cgl1209,cg1365,atpH,,ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,271
NCgl1163,Cgl1210,cg1366,atpA,,ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,547
NCgl1164,Cgl1211,cg1367,atpG,,ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,325
NCgl1165,Cgl1212,cg1368,atpD,,ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,483
NCgl1166,Cgl1213,cg1369,atpC,,ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,124
NCgl1168,Cgl1215,cg1371,nucS,,Endonuclease NucS (EC 3.1.-.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,230
,Cgl1221,cg1377,ssuC,,ABC-type transporter,,,
NCgl1175,Cgl1222,cg1379,ssuB,,Aliphatic sulfonates import ATP-binding protein SsuB (EC 3.6.3.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,243
NCgl1176,Cgl1223,cg1380,ssuA,,ABC-type transporter,,,
NCgl1177,Cgl1224,cg1381,glgB,,1,,,
NCgl1178,Cgl1225,cg1382,glgE,,Alpha-1,,,
,Cgl1237,cg1394,,,Spermidine synthase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,314
NCgl1192,Cgl1240,cg1397,mnmA,trmU,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,365
NCgl1196,Cgl1244,cg1401,ligA,,DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,680
NCgl1198,Cgl1246,cg1403,gatC,,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,99
NCgl1199,Cgl1247,cg1404,gatA,,Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,497
NCgl1202,Cgl1250,cg1409,pfkA,,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,346
NCgl1204,Cgl1252,cg1411,rbsA,,Ribose import ATP-binding protein RbsA (EC 7.5.2.7),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,524
NCgl1205,Cgl1253,cg1412,,,ABC-type transporter,,,
NCgl1206,Cgl1254,cg1413,,,ABC-type transporter,,,
NCgl1207,Cgl1255,cg1414,rbsD,,D-ribose pyranase (EC 5.4.99.62),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,123
NCgl1210,Cgl1258,cg1419,,,Predicted Na+-dependent transporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,335
NCgl1211,Cgl1259,cg1420,gatB,,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,493
NCgl1214,Cgl1262,cg1424,lysE,,Lysine exporter protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,233
NCgl1215,Cgl1263,cg1425,lysG,,Lysine export transcriptional regulatory protein LysG,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,290
NCgl1219,Cgl1268,cg1432,ilvD,,Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,613
NCgl1221,Cgl1270,cg1434,yggB,,Uncharacterized protein Cgl1270/cg1434,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,491
NCgl1222,Cgl1271,cg1435,ilvB,,Acetolactate synthase large subunit (AHAS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (ALS),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,626
NCgl1223,Cgl1272,cg1436,ilvN,,Acetolactate synthase,,,
NCgl1224,Cgl1273,cg1437,ilvC,,Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,338
NCgl1225,Cgl1274,cg1438,,,Uncharacterized protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,166
,Cgl1276,cg1440,,,ABC-type nitrate/sulfonate/taurine/bicarbonate transport systems,,,
,Cgl1277,cg1441,,,ABC-type nitrate/sulfonate/taurine/bicarbonate transport systems,,,
,Cgl1281,cg1447,,,Co/Zn/Cd efflux system component,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,318
,Cgl1284,cg1451,serA,,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,530
NCgl1237,Cgl1286,cg1453,leuB,,3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,340
NCgl1238,Cgl1287,cg1454,,,ABC-type nitrate/sulfonate/taurine/bicarbonate transport systems,,,
NCgl1243,Cgl1292,cg1462,entC,,Isochorismate synthase (EC 5.4.4.2),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,376
NCgl1244,Cgl1293,cg1463,gltS,gltX,Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,493
NCgl1253,Cgl1305,cg1476,thiC,,Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,587
,Cgl1308,cg1479,glgP1,,Alpha-1,,,
,Cgl1313,cg1485,,,Guanosine polyphosphate pyrophosphohydrolases/synthetases (EC 3.1.7.2),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,188
NCgl1262,Cgl1315,cg1487,leuC,,3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,481
NCgl1263,Cgl1316,cg1488,leuD,,3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,197
NCgl1266,Cgl1320,cg1492,gpsA,,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,332
NCgl1267,Cgl1321,cg1493,ddlA,ddl,D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,360
NCgl1269,Cgl1323,cg1495,thiL,,Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,331
NCgl1270,Cgl1324,cg1496,ung,,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,254
NCgl1275,Cgl1329,cg1501,coaD,,Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,160
,Cgl1353,cg1525,polA,,DNA polymerase I (EC 2.7.7.7),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,905
,Cgl1359,cg1531,rpsA,,Ribosomal protein S1,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,486
NCgl1305,Cgl1360,cg1537,ptsM,ptsG,PTS system mannose-specific EIIBCA component (EII-Man/EIII-Man) (EIIBCA-Man) [Includes: Mannose-specific phosphotransferase enzyme IIB component (EC 2.7.1.191) (PTS system mannose-specific EIIB component); Mannose permease IIC component (PTS system mannose-specific EIIC component); Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component)],Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,683
NCgl1306,Cgl1361,cg1538,coaE,,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,200
,Cgl1366,cg1546,rbsK1,rbsK,Ribokinase (RK) (EC 2.7.1.15),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,307
,Cgl1369,cg1550,uvrB,,UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,699
,Cgl1376,cg1560,uvrA,,UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,949
NCgl1324,Cgl1378,cg1563,infC,,Translation initiation factor IF-3,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,189
NCgl1325,Cgl1379,cg1564,rpmI,,50S ribosomal protein L35,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,64
NCgl1326,Cgl1380,cg1565,rplT,,50S ribosomal protein L20,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,127
,Cgl1383,cg1568,ugpA,,ABC-type transporter,,,
,Cgl1384,cg1569,ugpE,,ABC-type transporter,,,
,Cgl1385,cg1570,ugpB,,ABC-type transporter,,,
,Cgl1386,cg1571,ugpC,,ABC-type transporter,,,
,Cgl1387,cg1572,glpQ2,,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,239
NCgl1335,Cgl1389,cg1574,pheS,,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,340
NCgl1336,Cgl1390,cg1575,pheT,,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,835
,Cgl1391,cg1577,,,SGNH_hydro domain-containing protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,324
,Cgl1392,cg1578,,,Predicted acyltransferases (EC 2.3.1.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,461
NCgl1340,Cgl1394,cg1580,argC,,N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,347
NCgl1341,Cgl1395,cg1581,argJ,,Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)],Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,388
